"","author","first_author_surname","institution","inst_adress","country","title","year","journal","volume","number","first_page","last_page","abstract_pt","abstract_en","abstract_es","keywords_pt","keywords_en","keywords_es","doi","article_id","n_authors","n_pages","n_refs"
"141","Jeyle Ortiz Rodríguez; Esteban Picazzo Palencia; Elías Alvarado Lagunas","Ortiz Rodríguez",",Universidad Autónoma de Nuevo León Facultad de Contaduría Pública y Administración ; ,Universidad Autónoma de Nuevo León Instituto de Investigaciones Sociales ","San Nicolás de los Garza N.L.; Monterrey N.L","Mexico; Mexico","Diferencias entre hombres y mujeres en los determinantes de las intenciones de continuidad de los micronegocios en México","2020","Acta universitaria","30","",NA,NA,"","Abstract The objective of this paper is to examine whether there are significant differences in the intentions of continuity of micro businesses headed by women or men and to analyze how the sex of the owner affects the impact of microbusinesses&#8217; characteristics on their continuity in Mexico. In order to do this, hierarchical modeling was used with information from the National Survey on Microbusinesses (Enamin, from its Spanish acronym) 2012, collected by the National Institute of Geography and Statistics (INEGI, from its Spanish acronym). Results indicate that sex has an effect only on the impact of the variables: schooling, having the microbusiness to exercise their career, the number of employees, and whether the owner would change her or his job if they had a similar income and access to social security.","Resumen El objetivo de la presente investigación es examinar si existen diferencias en las intenciones de continuidad de los micronegocios encabezados por hombres y mujeres y cómo el sexo afecta al impacto de las características de los micronegocios en México sobre sus intenciones de permanencia en el mundo empresarial. Para esto, se utilizan ecuaciones jerárquicas con información de la Encuesta Nacional de Micronegocios (Enamin) 2012 del Instituto Nacional de Estadística y Geografía (INEGI). Los resultados indican que el sexo del microempresario tiene un efecto moderador en las intenciones de continuidad del micronegocio únicamente en el impacto que tienen las variables: escolaridad, si la razón por la que inició el negocio fue para ejercer su profesión, el número de trabajadores y si el microempresario está dispuesto a cambiar de trabajo a una actividad económica con un ingreso al que recibe actualmente con el micronegocio.","","Entrepreneurship; gender; micro business continuity","Emprendedurismo; género; continuidad de micronegocios","10.15174/au.2020.2655","S0188-62662020000100142",3,NA,40
"142","Laura Fabiola Núñez Udave; Laura Karina Castro Saucedo; Esmeralda Jaqueline Tapia García; Fernando Bruno; César Arnulfo de León Alvarado","Núñez Udave",",Universidad Autónoma de Coahuila Facultad de Trabajo Social ; ,Universidad Autónoma de Coahuila Facultad de Trabajo Social ; ,Universidad Autónoma de Coahuila Facultad de Trabajo Social ; ,Universidad Autónoma de Coahuila Facultad de Trabajo Social ; ,Universidad Autónoma de Coahuila Facultad de Trabajo Social ","Saltillo Coahuila; Saltillo Coahuila; Saltillo Coahuila; Saltillo Coahuila; Saltillo Coahuila","Mexico; Mexico; Mexico; Mexico; Mexico","Percepción social del Covid-19 desde el malestar emocional y las competencias socioemocionales en mexicanos","2020","Acta universitaria","30","",NA,NA,"","Abstract This research aimed to establish the relationship between the social perception about Covid-19 and emotional distress, worry and catastrophic cognition, unnecessary purchases, healing beliefs and socio-emotional skills of Mexicans over 18 years old, from four geographic regions in Mexico. A quantitative methodology was used, with 2324 Mexican people participating in a survey during the phase 2 of Covid-19 pandemic. The results show high concern and catastrophic thinking (M = 34.58), understood as a negative cognitive-emotional response that inflates the value of the threat (Álvarez-Aztorga et al., 2019). High emotional distress (M = 18.95) was found as an unpleasant and multifactorial emotional experience (Bernales et al., 2019). In the general linear regression model, worry and catastrophic cognition (B = 0.642) are related to emotional distress. Socio-emotional competencies (B = -0.152) are a protective factor used as tools that regulate emotional states (Torres, 2018) but with less intensity.","Resumen Esta investigación tuvo por objetivo establecer la relación entre la percepción social del Covid-19 desde el malestar emocional, la preocupación y pensamiento catastrófico, las compras innecesarias, las creencias de sanación y las competencias socioemocionales de mexicanos mayores de 18 años, de cuatro regiones geográficas de México. Se utilizó una metodología cuantitativa con 2324 encuestas a mexicanos en fase 2 de la pandemia por el Covid-19. Los resultados muestran alta preocupación y pensamiento catastrófico (M = 34.58), entendido como una respuesta cognitiva-emocional negativa de exagerar el valor de la amenaza (Álvarez-Aztorga et al., 2019). Se encontró alto malestar emocional (M = 18.95) como experiencia emocional desagradable y multifactorial (Bernales, Chandía &amp; San Martín, 2019). En el modelo de regresión lineal general, la preocupación y pensamiento catastrófico (B = 0.642) están relacionados con el malestar emocional. Las competencias socioemocionales (B = -0.152) resultan un factor protector como herramientas que permiten regular los estados emocionales (Torres, 2018), pero con una intensidad menor.","","Emotional distress; catastrophic cognition; socio-emotional competencies","Malestar emocional; pensamiento catastrófico; competencias socioemocionales","10.15174/au.2020.2879","S0188-62662020000100143",5,NA,30
"143","Juan Oswaldo Cervantes Luna; Enrique Melo Guerrero; Juan Hernández Ortiz; Ramón Valdivia Alcala; Fermín Sandoval Romero; Araceli González Juárez","Cervantes Luna",",Universidad Autónoma Chapingo  ; ,Universidad Autónoma del Estado de Hidalgo Instituto de Ciencias Agropecuarias ","Chapingo ;  ","Mexico; Mexico","Disposición a pagar por mezcal añejo en San Felipe, Guanajuato, México","2020","Acta universitaria","30","",NA,NA,"","Abstract The objective of the present investigation was to estimate the public&#8217;s willingness to pay for aged mezcal, handmade from Agave salmiana, cultivated, and originally from San Felipe, Guanajuato, Mexico. The contingent valuation method was used, and a survey was applied to 120 consumers. Through a binomial Logit model, it was found that the average Willingness to Pay (WTP) for mezcal was $576.82 pesos, which means an overprice of 37.34% with respect to the mezcal currently produced in the municipality. This represents an opportunity for producers to introduce a new kind of mezcal that allows them to increase their profit margins.","Resumen El objetivo de la presente investigación fue estimar la disposición a pagar por mezcal añejo, elaborado de forma artesanal con 100% Agave salmiana, cultivado, originario de San Felipe, Guanajuato, México. Se empleó el método de valoración contingente y se aplicó una encuesta a 120 consumidores. A través de un modelo Logit binomial se encontró que la Disposición a Pagar (DAP) promedio fue de $576.82 pesos, lo que significa un sobreprecio del 37.34% con respecto al mezcal que se produce actualmente en el municipio. Esto representa una oportunidad para los productores para introducir una nueva clase de mezcal que les permita incrementar sus márgenes de ganancia.","","Contingent valuation; aged mezcal; binomial Logit; willingness to pay","Valoración contingente; mezcal añejo; Logit binomial; disposición a pagar","10.15174/au.2020.2887","S0188-62662020000100144",6,NA,21
"144","Eduardo Rodríguez Guzmán; Carlos Ramírez Serrano; María M. Güitrón López; Paola A. Palmeros Suárez; Alejandro Ángeles Espino","Rodríguez Guzmán",",Universidad de Guadalajara Centro Universitario de Ciencias Biológicas y Agropecuarias ","Zapopan Jalisco","Mexico","Cultivo de anteras e inducción de callo haploide en germoplasma bc3 de girasol (Helianthus annuus L.)","2020","Acta universitaria","30","",NA,NA,"","Abstract Sunflower is the fourth important oil seed plant in worldwide production and high oil seed content. On the other hand, the haploid plants are available to get inbred lines in a short time. The aim of this study was to develop a protocol to obtain sunflower from in vitro anther culture. The basic medium used was Murashige &amp; Skoog (MS). Two bioassays were performed: bioassay I consisted of 25 treatments with five doses of 2,4-dichlorophenoxyacetic (2,4-D) (&#956;M) and five doses of benzyladenine (BA) (&#956;M), whereas bioassay II consisted of five treatments. The obtained callus was fixed with FFA and was observed under a microscope. In bioassay I, the induction of callus appeared at 25 days in low doses with higher weight; with higher doses, the induction was present at 40 days (r = -0.95). In bioassay II, the induction appeared at 23 days with all doses, obtaining highest callus weight. Outbreaks were not induced in transplanted callus. Uninucleate pollen grains, haploid and diploid callus and cells with haploid genome were observed.","Resumen El girasol es la cuarta oleaginosa más importante a nivel mundial debido a su producción anual y al alto contenido de aceite en la semilla. Por otro lado, los haploides son una alternativa para obtener líneas endogámicas en corto tiempo. El objetivo de esta investigación fue desarrollar un protocolo para obtener callo haploide cultivando anteras in vitro en germoplasma segregante, empleando el medio Murashige &amp; Skoog (MS). Se realizaron dos bioensayos: el primero consistió de 25 tratamientos con combinación de cinco dosis de ácido 2,4-diclorofenoxiacético (2,4-D) y benciladenina (BA) de 0 &#956;M a 54 &#956;M; el segundo consistió de cinco tratamientos, partiendo de 1.36 &#956;M de 2,4-D y 1.33 &#956;M de BA, incrementando en 1.36 &#956;M y 1.33 &#956;M de 2,4-D y BA, respectivamente, hasta la concentración de 6.80 &#956;M de 2,4-D y 6.65 &#956;M de BA. El callo obtenido se fijó con Farmer y fue observado al microscopio. En el bioensayo I, la inducción de callo apareció en 25 días en dosis bajas, con mayor peso fresco; con dosis mayores, la inducción se presentó en 40 días (r = -0.95). En el bioensayo II, la inducción apareció en 23 días con la dosis 6.80 &#956;M de 2,4-D y 6.65 &#956;M de BA y mayor peso fresco de callo. No se obtuvieron brotes en callos trasplantados. Se observaron granos de polen, callo haploide y diploide y células con genoma haploide.","","Anther culture; haploid callus; Helianthus annuus; tissue culture","Anteras; callo haploide; Helianthus annuus; haploides; cultivo de tejidos","10.15174/au.2020.2765","S0188-62662020000100145",5,NA,28
"145","Carlos-Andrés Castaño-Urrego; Johon-Ricardo Lopez-Perez; Ricardo-Alberto Forero-Rubiano; Ernesto-Isaac Tlapanco-Rios","Castaño-Urrego",",Universidad Santo Tomás Facultad Ingeniería Mecánica ; ,Servicio Nacional de Aprendizaje SENA  ; ,Universidad Santo Tomás Facultad Ingeniería Mecánica ; ,Universidad de Guanajuato Departamento de Estudios Multidisciplinarios "," ;  ;  ; Yuriria Guanajuato","Colombia; Colombia; Colombia; Mexico","Método de comparación de resultados de modelado CAD-CAE contra probetas de ensayo destructivo","2020","Acta universitaria","30","",NA,NA,"","Abstract This scientific article is a piece of evidence of the use of the computer aided engineering (CAD-CAE) validating a real mechanical process for a destructive test on fiberglass, rivets, and adhesives. The CAD-CAE simulated test tubes that had been used for manufacture processes of buses. First, the real test tubes must satisfy the ASTM D3039 and ASTM D5766 standards. Therefore, the objective of the CAD-CAE analysis was to simulate the destructive test with the least possible error to comply with the requirements of the ASTM standards. Experimental tests showed that the properties in the mixed joint meet the requirements of mechanical and deformation properties. The mechanical tests showed that the specimens do not fail because of the materials but because of the stress concentrator of the rivet. Finally, the models were developed by the CAD-CAE, analyzing the failure zone and keeping the characteristics of the tested joints. The results of the CAD-CAE analysis reproduced the conditions against the experimental model satisfactorily, achieving a maximum permissible error of 3%.","Resumen El artículo es un análisis por elemento finito (CAD-CAE) para validar un proceso mecánico real de una prueba destructiva en materiales compuestos de fibra de vidrio, remaches y pegamentos. La validación por elementos finitos simuló probetas utilizadas en procesos para la fabricación de autobuses, dichas probetas están sujetas a cumplir las normas ASTM D3039 y ASTM D5766. Por lo tanto, el objetivo del análisis CAD-CAE fue simular, con el menor error posible, la prueba destructiva y cumplir con los requerimientos de las normas ASTM. Los ensayos experimentales mostraron que las propiedades en la unión mixta cumplen los requerimientos de las propiedades mecánicas y de deformación. Las pruebas mecánicas mostraron que las probetas no fallan en los materiales, pero sí fallan por el concentrador de esfuerzos del remache. Finalmente, se elaboraron los modelos por el método de elementos finitos analizando la zona de falla y manteniendo las características de las uniones probadas. Los resultados de los análisis CAD-CAE reprodujeron las condiciones del modelo experimental satisfactoriamente que, en contraste, logró un error máximo del 3%.","","CAD-CAE; materials; destructive; ASTM; joints","CAD-CAE; materiales; destructivo; ASTM; uniones","10.15174/au.2020.2668","S0188-62662020000100146",4,NA,7
"146","Noel Antonio González-Valdivia; Benito Bernardo Dzib-Castillo; José Ignacio Carballo-Hernández","González-Valdivia",",Tecnológico Nacional de México  ","Chiná Campeche","México","Emergencia y crecimiento de plántulas de Piscidia piscipula (L.) Sarg. en condiciones de vivero","2020","Acta universitaria","30","",NA,NA,"","Abstract Fabaceae dominate the forests of southeastern Mexico: in the Peninsula of Yucatanthe jabín (Piscidia piscipula L.) is the dominant tree species. However, its management is poorly documented. Therefore, the objective of this work was to describe aspects of its management under nursery conditions. For this, the emergence of seedlings was evaluated after the scarification of seeds in hydrochloric acid solutions and in water at 100 °C, against others without scarification. The seedlings obtained were fertilized with the NPK (Nitrogen, Phosphorus and Potassium) formulas (17-17-17, 46-00-00 and 18-46-00) and a white control. Seedling emergence was registered for 20 days and its growth for one month, recording height and diameter. Data analysis was performed with the Kruskal Wallis non-parametric method applied in both experiments. The results did not show statistical differences between scarification treatments; the height was favored by the NPK formulas 17-7-17 and 18-46-00, whereas the largest diameter was obtained with the NPK 46-00-00 formula. This indicates that, statistically, scarification does not influence seedling emergence and that the fertilization of jabín seedlings should contain more nitrogen and phosphorous.","Resumen Las fabáceas dominan los bosques del sureste de México: en la Península de Yucatán se encuentra el jabín (Piscidia piscipula L.) como especie arbórea dominante. Sin embargo, su manejo está poco documentado. Por lo anterior, el objetivo del presente trabajo fue describir aspectos de su manejo en vivero. Para esto, se evaluó la emergencia de plántulas posterior a la escarificación de semillas en soluciones de ácido clorhídrico y en agua a 100 °C, contra otras sin escarificar. Las plántulas obtenidas fueron fertilizadas con las fórmulas NPK (Nitrógeno, Fósforo y Potasio) (17-1717, 46-00-00 y 18-46-00) y un testigo blanco. La emergencia de las plántulas se contabilizó durante 20 días y el crecimiento durante un mes, registrando la altura y diámetro. El análisis de los datos se realizó con el método no paramétrico de Kruskal Wallis aplicado en ambos experimentos. Los resultados no mostraron diferencias estadísticas entre tratamientos de escarificación; la altura fue favorecida por las fórmulas NPK 17-7-17 y 18-46-00, mientras que el mayor diámetro se obtuvo con la fórmula NPK 46-00-00. Esto indica que, estadísticamente, la escarificación no influye en la emergencia de plántulas y que la fertilización de plántulas de jabín debería contener mayor nitrógeno y fósforo.","","Emergence; native; Yucatan; Fabaceae; growth","Emergencia; nativas; Yucatán; Fabaceae; crecimiento","10.15174/au.2020.2595","S0188-62662020000100147",3,NA,24
"147","Francisco Javier Sahagún Sánchez; José Aceves Sánchez; Elizabeth Sánchez Romero; Laura Plazola Zamora","Sahagún Sánchez",",Universidad de Guadalajara Centro Universitario de Ciencias Económico-Administrativas ; ,Universidad de Guadalajara Centro Universitario de Ciencias Económico-Administrativas ; ,Universidad de Guadalajara Centro Universitario de Ciencias Económico-Administrativas ","Zapopan Jalisco; Zapopan Jalisco; Zapopan Jalisco","Mexico; Mexico; Mexico","Valoración de los servicios ecosistémicos en áreas verdes. El caso del Parque Metropolitano de Guadalajara, México","2020","Acta universitaria","30","",NA,NA,"","Abstract Urban growth has generated significant pressure on the green areas that make up the landscape of cities and threatens the green infrastructure's ecosystem services of the city. This study aimed to estimate the economic value of ecosystem services (ES) offered by the Metropolitan Park of Guadalajara (MPG) through the contingent valuation method. Users recognize cultural services as the most important ES, followed by those of regulation and support. Likewise, a high percentage of users (98%) say they are willing to pay ($38.60) to keep the benefits provided by the park, and 90% are determined to demand compensation for the possibility of being denied access to them. It is necessary to make people and decision-makers aware of the importance of the ES provided by parks to ensure proper management.","Resumen El crecimiento urbano ha generado una importante presión sobre las áreas verdes que conforman el paisaje de las ciudades y pone en riesgo la provisión de los servicios ecosistémicos que se producen en el entramado de la infraestructura verde de la ciudad. El objetivo de este estudio fue estimar el valor económico de los servicios ecosistémicos (SE) que brinda el Parque Metropolitano de Guadalajara (PMG) a través del método de valoración contingente. Los usuarios reconocen a los servicios culturales como los SE más importantes, seguidos de los de regulación y soporte. Asimismo, un alto porcentaje de los usuarios (98%) manifiestan estar dispuestos a pagar ($38.60) para conservar los beneficios provistos por el parque, y el 90% se muestra decidido a demandar una compensación ante la posibilidad de que les sea negado el acceso a estos. Es necesario sensibilizar a la población y a los tomadores de decisiones sobre la importancia de los SE que proveen los parques para garantizar su adecuada gestión.","","Park; market; ecosystem services; contingent valuation","Parque; mercado; servicios ecosistémicos; valoración contingente","10.15174/au.2020.2635","S0188-62662020000100148",4,NA,41
"148","José Flores-Gutiérrez; Carlos Ortega; Trifina Márquez; Hernando Garzón-Martínez; Sandra Flores","Flores-Gutiérrez",",Universidad Nacional Mayor de San Marcos Facultad de Ingeniería Industrial ; ,Universidad Nacional Mayor de San Marcos Facultad de Ciencias Matemáticas ; ,Barinas  ; ,Concejo del Municipio Barinas  ; ,Asamblea Nacional de Venezuela  ","Lima ; Lima ; Barinas ; Barinas ; Caracas ","Peru; Peru; Venezuela; Venezuela; Venezuela","Caracterización multivariante y cartografía de perfiles de delincuentes ecológicos en Barinas, Venezuela","2020","Acta universitaria","30","",NA,NA,"","Abstract A multivariate characterization and subsequent cartography of the profiles of a sample of 164 environmental criminals of the Barinas state, Venezuela, was carried out, based on information coming from the sentences published by the courts of this state, during the 2005-2014 period. To develop the profiles, the two-stage cluster analysis was used. The multivariate sociodemographic profiling showed four types of ecological offenders: 1) Mixed group (men and women); 2) Young group, which is the largest with 43.5% of individuals in the sample; 3) Group of married; and 4) Group of foreigners, which is the lowest (12.9%). The other result shows that the commission of environmental crimes presents a marked geospatial dependence since they tend to be concentrated on the central and southwestern municipalities of the state.","Resumen Se realizó una caracterización multivariante y una posterior cartografía de los perfiles de una muestra de 164 delincuentes ecológicos del estado de Barinas, Venezuela, con base en información proveniente de las sentencias publicadas por los tribunales de este estado, durante el período 2005-2014. Para elaborar los perfiles se utilizó el análisis clúster bietápico. El perfilamiento sociodemográfico multivariante arrojó cuatro tipos de delincuentes ecológicos: 1) Grupo mixto (hombres y mujeres); 2) Grupo joven, que es el más numeroso con 43.5% de individuos de la muestra; 3) Grupo de casados; y 4) Grupo de extranjeros, que es el menos numeroso (12.9%). El otro resultado evidencia que la comisión de los delitos ecológicos presenta una acentuada dependencia geoespacial, pues tienden a concentrarse en los municipios del centro y del suroeste del estado.","","Environmental crime; crime; profile; two-stage cluster; geospatial","Delito ecológico; crimen; perfil; clúster bietápico; geoespacial","10.15174/au.2020.2317","S0188-62662020000100149",5,NA,83
"149","Norma A. Rodriguez-Muñoz","Rodriguez-Muñoz",",Centro de Investigación en Materiales Avanzados, S. C. Departamento de Ingeniería Sustentable ","Durango Durango","México","Evaluation of the thermal performance of construction systems to reduce the energy consumption in buildings: A case study in a cold semi-arid climate","2020","Acta universitaria","30","",NA,NA,"","Abstract The performance of a three-story laboratory building was analyzed to reduce its annual energy consumption. The analysis was performed through a whole-building simulation approach and dynamic simulations to calculate the potential reduction of heating and cooling energy requirements by evaluating various construction systems. The main objective was to accomplish a decrease in energy consumption without the implementation of sophisticated constructive systems, which are commonly unavailable or unfeasible to apply in developing countries. Therefore, a two-stage analysis was carried out. At the first stage, a set of commonly available construction materials were implemented. From this analysis, it was shown that the use of an insulated concrete wall, double tinted glass, and an insulated terracotta roof corresponds to the optimal combination of materials, resulting in a decrease of 36% on the total annual energy requirements. Finally, from the second stage analysis, where double-wall systems and a green façade were implemented, an additional energy saving of up to 16% was achieved.","Resumen En esta investigación se analizó el desempeño de un edificio de laboratorios de tres plantas para reducir el consumo energético anual. El análisis se llevó a cabo con un enfoque de edificación completa. A través de la realización de simulaciones dinámicas se calculó la reducción potencial de los requerimientos de calefacción y enfriamiento a través de la evaluación de los sistemas constructivos propuestos. El objetivo del análisis fue el lograr una reducción del requerimiento energético evitando el uso de sistemas constrictivos sofisticados, los cuales usualmente no están disponibles o son incosteables de aplicarse en países en vías de desarrollo. Como resultado del análisis, en la primera etapa se evaluaron materiales de construcción comúnmente disponibles. Asimismo, se mostró que, con el uso de un muro de bloque de concreto, ventanas de doble cristal entintado y una cubierta color terracota se puede tener una disminución correspondiente al 36% del requerimiento anual de energía. Finalmente, como resultado de la segunda etapa, al implementarse sistemas de doble pared y una fachada verde, se pudo obtener una reducción adicional de hasta un 16%.","","Building simulation; energy savings; whole-building energy simulation; double-wall systems","Simulación de edificaciones; ahorro energético; simulación energética de edificaciones completas; sistemas de doble pared","10.15174/au.2020.2941","S0188-62662020000100150",1,NA,39
"150","Ramón Ventura Roque Hernández","Roque Hernández",",Universidad Autónoma de Tamaulipas Facultad de Comercio, Administración y Ciencias Sociales "," ","Mexico","Diseño de un instrumento para medir la aceptación y los beneficios percibidos de la programación por pares en los cursos universitarios","2020","Acta universitaria","30","",NA,NA,"","Abstract The design and validation of a questionnaire aimed at measuring the acceptance of pair programming and the benefits perceived by students who use it in the university educational context are presented. The process included the discovery of these two latent factors through exploratory factor analysis and their ratification through confirmatory factor analysis. It was possible to obtain adequate model fit values of the model (CMIN/DF = 1.15, CFI = 0.98, SRMR = 0.08, RMSEA = 0.06, PClose = 0.39), internal consistency (Acceptance: CR = 0.82; Benefits: CR = 0.73), convergent validity (Acceptance: CR = 0.82, AVE = 0.61; Benefits: CR = 0.73, AVE = 0.48), and discriminant validity (HTMT = 0.72). For future work, what remains is the administration of the final version of the questionnaire presented here.","Resumen Se presenta el diseño y la validación de un cuestionario orientado a medir la aceptación de la programación por pares y los beneficios percibidos por los alumnos que la utilizan en el contexto educativo universitario. El proceso incluyó el descubrimiento de estos dos factores latentes a través del análisis factorial exploratorio y su respectiva ratificación a través del análisis factorial confirmatorio. Se consiguió obtener valores adecuados de ajuste del modelo (CMIN/DF = 1.15, CFI = 0.98, SRMR = 0.08, RMSEA = 0.06, PClose = 0.39), de consistencia interna (Aceptación: CR = 0.82; Beneficios: CR = 0.73), de validez convergente (Aceptación: CR = 0.82, AVE = 0.61; Beneficios: CR = 0.73, AVE = 0.48) y de validez discriminante (HTMT = 0.72). Como trabajo futuro queda la aplicación de la versión final del cuestionario aquí presentado.","","Pair programming; higher education; students; university; questionnaire","Programación por pares; educación superior; estudiantes; universidad; cuestionario","10.15174/au.2020.2877","S0188-62662020000100151",1,NA,23
"151","Liliana León-López; Yudith Escobar-Zúñiga; Jorge Milán-Carrillo; Dulce-María Domínguez-Arispuro; Roberto Gutiérrez-Dorado; Edith-Oliva Cuevas-Rodríguez","León-López",",Universidad Autónoma de Sinaloa Facultad de Ciencias Químico Biológicas ; ,Universidad Autónoma de Sinaloa Facultad de Ciencias Químico Biológicas "," ; Culiacán Sinaloa","Mexico; Mexico","Chemical proximate composition, antinutritional factors content, and antioxidant capacity of anatomical seed fractions of Moringa oleifera","2020","Acta universitaria","30","",NA,NA,"","Abstract For rational use of moringa seeds and its anatomical fractions (kernel, shells, and wings), the objective of the present investigation was to analyze their chemical composition, antinutritional factors content, and antioxidant capacity. The seed kernel fraction represents 71.78% of the whole seed weight and possesses high contents of protein (32.19%) and lipids (38.72%), whereas seed shells and wings fractions are mainly composed of dietary fiber and carbohydrates. Phytate was the most abundant antinutritional factor detected in all fractions (604.0 mg PAE/100 g-1674.9 mg PAE/100 g), followed by total phenolics (218.5 mg GAE/100 g-386.9 mg GAE/100 g) and saponins (130.4 mg DE/100 g-197.4 mg DE/100 g). Moringa seeds fractions showed a high antioxidant capacity. The kernel fraction exerts the highest activity (15 251.90 &#956;mol TE/100g), followed by shells (8 499.50 &#956;mol TE/100g) and wings (5 878.90 &#956;mol TE/100g). Moringa seed kernel fraction seems to be a promising source of protein. All anatomical seed fractions of moringa are a reservoir of dietary fiber and antioxidants.","Resumen Para una utilización racional de las semillas de moringa y sus fracciones anatómicas (alas, cáscara y almendra), el objetivo de la presente investigación fue analizar su composición química, contenido de factores antinutricionales y capacidad antioxidante. La almendra representa el 71.78% del peso de la semilla completa y tiene un contenido alto de proteína (32.19%) y lípidos (38.72%). La cáscara y alas se componen principalmente de fibra dietaria y carbohidratos. Los fitatos fueron el factor antinutricional más abundante detectado en las fracciones (604.0 mg PAE/100 g-1674.9 mg PAE/100 g), seguido de fenólicos totales (218.5 mg GAE/100 g-386.9 mg GAE/100 g) y saponinas (130.4 mg DE/100 g-197.4 mg DE/100 g). Las fracciones de moringa mostraron una alta capacidad antioxidante. La almendra mostró la mayor actividad (15 251.90 &#956;mol TE/100g), seguida de cáscara (8499.50 &#956;mol TE/100g) y alas (5878.90 &#956;mol TE/100g). La almendra parece ser una fuente prometedora de proteína. Todas las fracciones anatómicas de moringa son un reservorio de fibra dietaria y antioxidantes.","","Moringa oleifera; chemical composition; antinutritional factors; antioxidant capacity","Moringa oleifera; composición química; factores antinutricionales; capacidad antioxidante","10.15174/au.2020.2892","S0188-62662020000100152",6,NA,38
"152","Michelle Farfán Gutiérrez; Alejandro Flamenco Sandoval; Carlos Rogelio Rodríguez Padilla; Lucas Rodrigues de Sousa Santos; Ignacio González Gutiérrez; Yan Gao","Farfán Gutiérrez",",Universidad de Guanajuato Departamento de Ingeniería Geomática e Hidráulica ; ,Instituto Municipal de Planeación de la Ciudad de León  ; ,Environmental Amazon Research Center  ; ,Universidad Nacional Autónoma de México Centro de Investigaciones en Geografía Ambiental ","Guanajuato Guanajuato;  Guanajuato; Brasília ; Morelia ","Mexico; Brasil; Mexico","Cartografía de la probabilidad de ocurrencia a incendios forestales para el estado de Guanajuato: Una aproximación antrópica de sus fuentes de ignición","2020","Acta universitaria","30","",NA,NA,"","Abstract The generation of fire probability mapping is essential to achieve the objective 15 established in the United Nations (UN) 2030 Agenda. An explicit spatial model was developed to generate fire probability maps for the state of Guanajuato. Spatial information of the anthropic variables distance to roads, distance to urban areas, distance to agricultural land uses, and distance to forest edges as potential sources of ignition was entered in the Dinamica EGO program. The calibration time interval was 2004-2009. The weight of evidence method was used to establish the influence of these variables on the probability of fire occurrence. Finally, the resulting probabilities were compared with the fires that occurred in 2017 by means of the receiving operating characteristic (ROC) statistical test. An area under the ROC curve (AUC) value of 0.7 was obtained, which considers the map to be acceptable for predicting fires. Mapping of fire susceptibility contributes to the management of forests and biodiversity conservation.","Resumen La generación de cartografía de probabilidad a incendios es fundamental para lograr el objetivo 15 de la Agenda 2030 de la Organización de las Naciones Unidas (ONU). Se desarrolló un modelo espacial explícito para generar dicha cartografía para el estado de Guanajuato. Se integró información espacial de las variables antrópicas distancia a caminos, distancia a zonas urbanas, distancia a usos de suelo agropecuarios y distancia al borde del bosque como potenciales fuentes de ignición en el programa Dinamica EGO. El intervalo de tiempo de calibración fue 2004-2009. Se empleó el método de los pesos de evidencia para establecer la influencia de estas variables en la probabilidad de ocurrencia. Finalmente, se compararon las probabilidades obtenidas con los incendios ocurridos en el año 2017 mediante la prueba estadística curva característica operativa del receptor (ROC). Se obtuvo un valor de área bajo curva (AUC) de 0.7, que considera que el mapa es aceptable para predecir los incendios. La cartografía de susceptibilidad a incendios contribuye a la gestión para conservar los bosques y su biodiversidad.","","Spatial modelling; territorial planning; anthropic variables","Modelación espacial; planeación territorial; variables antrópicas","10.15174/au.2020.2953","S0188-62662020000100153",6,NA,63
"153","José Luis Bravo Silva; Carlos Alberto García Aguas","Bravo Silva",",Universidad de Guadalajara Centro Universitario de la Costa ","Puerto Vallarta Jalisco","Mexico","Corporate governance as a strategic factor for competitive intelligence development in the tourism industry: The case of Puerto Vallarta, Jalisco, México","2020","Acta universitaria","30","",NA,NA,"","Abstract Defined as the mechanism that companies own to manage the use of business analysis resources so as to distinguish and analyze competitive information, corporate governance is a relevant factor for the deployment of the intelligence function. The purpose of this paper is to study the relationship that exists between corporate governance and competitive intelligence in tourism services companies in an important tourist area of Mexico. This is a descriptive and correlational study, with a quantitative approach including the review of scientific literature, the critical analysis of data, the processing and systematization of these data, and the verification of the hypothesis proposed by Spearman's rho correlation coefficient. The results indicate that the process of competitive intelligence in these companies is positively influenced by corporate governance, with a positive linear relationship between both variables.","Resumen Definida como el mecanismo que tienen las empresas para administrar el uso de los recursos de análisis de negocio, a fin de distinguir y analizar información competitiva, la gobernanza corporativa es un factor relevante para el despliegue de la función de inteligencia. Por esta razón, el propósito de este trabajo es estudiar la relación que existe entre la gobernanza corporativa y la inteligencia competitiva en las empresas de servicios turísticos de una importante zona turística de México. El tipo de estudio es descriptivo y correlacional, con un enfoque cuantitativo que comprende la revisión de literatura científica, el análisis crítico de datos, el procesamiento y sistematización de esos datos, y la comprobación de la hipótesis planteada mediante el coeficiente de correlación rho de Spearman. Los resultados indican que el proceso de inteligencia competitiva en estas empresas es influenciado positivamente por la gobernanza corporativa, existiendo una relación lineal positiva entre ambas variables.","","Corporate governance; competitive intelligence; tourism","Gobernanza corporativa; inteligencia competitiva; turismo","10.15174/au.2020.2530","S0188-62662020000100154",2,NA,28
